USP Category,USP Class,Example Drugs,Pharmacotherapeutic Group (informational),Combination Drug Product
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Selective Estrogen Receptor Modifying Agents,Raloxifene Hydrochloride,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)",Selective Estrogen Receptor Modifying Agents,Ospemifene ,,no
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other", ,,Class
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Elagolix/ Estradiol/ Norethindrone,,yes
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Estradiol/ Norgestimate ,,yes
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Estradiol/ Levonorgestrel ,,yes
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Estradiol/ Norethindrone Acetate ,,yes
"Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Estradiol/ Progesterone ,,yes
"Hormonal Agents, Stimulant/Replacement/ Modifying (Thyroid)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other", ,,Cat
"Hormonal Agents, Stimulant/Replacement/ Modifying (Thyroid)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Levothyroxine Sodium,,no
"Hormonal Agents, Stimulant/Replacement/ Modifying (Thyroid)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Liothyronine Sodium,,no
"Hormonal Agents, Suppressant (Adrenal)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other", ,,Cat
"Hormonal Agents, Suppressant (Adrenal)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Mitotane ,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other", ,,Cat
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other", ,,
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Bromocriptine Mesylate,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Cabergoline ,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other", ,,
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Goserelin Acetate,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Leuprolide Acetate,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Nafarelin Acetate,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Triptorelin ,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Triptorelin Pamoate,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other", ,,
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Cetrorelix ,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Degarelix Acetate,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Elagolix  ,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Ganirelix Acetate,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other", ,,
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Pegvisomant ,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other", ,,
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Lanreotide Acetate,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Octreotide Acetate,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Pasireotide Diaspartate,,no
"Hormonal Agents, Suppressant (Pituitary)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other",Pasireotide Pamoate,,no
"Hormonal Agents, Suppressant (Thyroid)","Hormonal Agents, Stimulant/ Replacement/ Modifying (Sex Hormones/ Modifiers), Other", ,,Cat
"Hormonal Agents, Suppressant (Thyroid)",Antithyroid Agents, ,,Class
"Hormonal Agents, Suppressant (Thyroid)",Antithyroid Agents,Methimazole ,,no
"Hormonal Agents, Suppressant (Thyroid)",Antithyroid Agents,Propylthiouracil ,,no
Immunological Agents,, ,,Cat
Immunological Agents,Angioedema Agents  , ,,Class
Immunological Agents,Angioedema Agents  , ,Bradykinin B2 receptor antagonist ,PG
Immunological Agents,Angioedema Agents  ,Icatibant Acetate,,no
Immunological Agents,Angioedema Agents  , ,C1 Esterase Inhibitor ,PG
Immunological Agents,Angioedema Agents  ,C1 esterase inhibitor (human) ,,no
Immunological Agents,Angioedema Agents  ,C1 esterase inhibitor (recombinant) ,,no
Immunological Agents,Angioedema Agents  , ,Kallikrein Inhibitor,PG
Immunological Agents,Angioedema Agents  ,Ecallantide ,,no
Immunological Agents,Angioedema Agents  ,Lanadelumab,,no
Immunological Agents,Immunosuppressants , ,,Class
Immunological Agents,Immunosuppressants , ,"Antimetabolites, Antiproliferative",PG
Immunological Agents,Immunosuppressants ,Leflunomide ,,no
Immunological Agents,Immunosuppressants ,Methotrexate ,,no
Immunological Agents,Immunosuppressants ,Mycophenolate Sodium,,no
Immunological Agents,Immunosuppressants ,Mycophenolate Mofetil,,no
Immunological Agents,Immunosuppressants , ,"Antimetabolites, Purine",PG
Immunological Agents,Immunosuppressants ,Azathioprine ,,no
Immunological Agents,Immunosuppressants , ,Calcineurin Inhibitors,PG
Immunological Agents,Immunosuppressants ,Cyclosporine ,,no
Immunological Agents,Immunosuppressants ,Tacrolimus ,,no
Immunological Agents,Immunosuppressants , ,Interleukin-2 Inhibitors,PG
Immunological Agents,Immunosuppressants ,Basiliximab ,,no
Immunological Agents,Immunosuppressants , ,mTOR Inhibitors,PG
Immunological Agents,Immunosuppressants ,Everolimus ,,no
Immunological Agents,Immunosuppressants ,Sirolimus ,,no
Immunological Agents,Immunosuppressants , ,Tumor Necrosis Factor (TNF) Blockers,PG
Immunological Agents,Immunosuppressants ,Adalimumab ,,no
Immunological Agents,Immunosuppressants ,Certolizumab Pegol ,,no
Immunological Agents,Immunosuppressants ,Etanercept ,,no
Immunological Agents,Immunosuppressants ,Golimumab ,,no
Immunological Agents,Immunosuppressants ,Infliximab ,,no
Immunological Agents,Immunosuppressants , ,"Immunosupressants, Other ",PG
Immunological Agents,Immunosuppressants ,Rituximab ,,no
Immunological Agents,Immunostimulants, ,,Class
Immunological Agents,Immunostimulants, ,Interferons,PG
Immunological Agents,Immunostimulants,"Interferon Gamma 1B, Recombinant ",,no
Immunological Agents,Immunostimulants,Interferon Alfa 2B ,,no
Immunological Agents,Immunostimulants,Interferon Alfa N3 ,,no
Immunological Agents,Immunostimulants,Peginterferon Alfa 2A ,,no
Immunological Agents,Immunostimulants,Peginterferon Alfa 2B ,,no
Immunological Agents,Immunostimulants, ,Colony-stimulating Factors,PG
Immunological Agents,Immunostimulants,Filgrastim ,,no
Immunological Agents,Immunostimulants,Peg-filgrastim ,,no
Immunological Agents,Immunostimulants,Sargramostim ,,no
Immunological Agents,Immunoglobulins, ,,Class
Immunological Agents,Immunoglobulins,Anti-thymocyte Globulin ,,no
Immunological Agents,Immunoglobulins,Immune Globulin ,,no
Immunological Agents,Immunoglobulins,Cytomegalovirus Immune Globulin ,,no
Immunological Agents,Immunoglobulins,Hepatitis B Immune Globulin ,,no
Immunological Agents,Immunoglobulins,Immunoglobulin G/ Hyaluronidase ,,yes
Immunological Agents,Immunoglobulins,Lymphocyte Immunoglobulin ,,no
Immunological Agents,Immunoglobulins,Rabies Immune Globulin ,,no
Immunological Agents,Immunoglobulins,Rho(D) Immune Globulin (Human) ,,no
Immunological Agents,Immunoglobulins,Tetanus Immune Globulin (Human) ,,no
Immunological Agents,Immunoglobulins,Varicella Zoster Immune Globulin  ,,no
Immunological Agents,"Immunological Agents, Other", ,,Class
Immunological Agents,"Immunological Agents, Other", ,B lymphocyte Stimulator-specific Inhibitor ,PG
Immunological Agents,"Immunological Agents, Other",Belimumab ,,no
Immunological Agents,"Immunological Agents, Other", ,Complement Inhibitor,PG
Immunological Agents,"Immunological Agents, Other",Eculizumab ,,no
Immunological Agents,"Immunological Agents, Other",Ravulizumab ,,no
Immunological Agents,"Immunological Agents, Other", ,Interleukin Blockers,PG
Immunological Agents,"Immunological Agents, Other",Anakinra ,,no
Immunological Agents,"Immunological Agents, Other",Brodalumab ,,no
Immunological Agents,"Immunological Agents, Other",Canakinumab ,,no
Immunological Agents,"Immunological Agents, Other",Dupilumab ,,no
Immunological Agents,"Immunological Agents, Other",Guselkumab ,,no
Immunological Agents,"Immunological Agents, Other",Ixekizumab  ,,no
Immunological Agents,"Immunological Agents, Other",Rilonacept ,,no
Immunological Agents,"Immunological Agents, Other",Risankizumab ,,no
Immunological Agents,"Immunological Agents, Other",Sarilumab ,,no
Immunological Agents,"Immunological Agents, Other",Secukinumab  ,,no
Immunological Agents,"Immunological Agents, Other",Siltuximab ,,no
Immunological Agents,"Immunological Agents, Other",Tildrakizumab ,,no
Immunological Agents,"Immunological Agents, Other",Tocilizumab ,,no
Immunological Agents,"Immunological Agents, Other",Ustekinumab ,,no
Immunological Agents,"Immunological Agents, Other", ,JAK Inhibitor,PG
Immunological Agents,"Immunological Agents, Other",Baricitinib ,,no
Immunological Agents,"Immunological Agents, Other",Tofacitinib ,,no
Immunological Agents,"Immunological Agents, Other",Upadacitinib,,no
Immunological Agents,"Immunological Agents, Other", ,Selective Adhesion-Molecule Inhibitor,PG
Immunological Agents,"Immunological Agents, Other",Natalizumab ,,no
Immunological Agents,"Immunological Agents, Other",Vedolizumab ,,no
Immunological Agents,"Immunological Agents, Other", ,Selective T-cell costimulation modulators,PG
Immunological Agents,"Immunological Agents, Other",Abatacept ,,no
Immunological Agents,"Immunological Agents, Other",Belatacept ,,no
Immunological Agents,"Immunological Agents, Other", ,Miscellaneous ,PG
Immunological Agents,"Immunological Agents, Other",Auranofin ,,no
Immunological Agents,"Immunological Agents, Other",Emapalumab ,,no
Immunological Agents,"Immunological Agents, Other",Omalizumab ,,no
Immunological Agents,"Immunological Agents, Other", ,Allergen-specific immunotherapy ,PG
Immunological Agents,"Immunological Agents, Other",House Dust Mite Allergen Extract ,,no
Immunological Agents,"Immunological Agents, Other",Timothy Grass Pollen Extract ,,no
Immunological Agents,"Immunological Agents, Other",Short Ragweed Pollen Extract ,,no
Immunological Agents,"Immunological Agents, Other",Sweet Vernal/ Orchard/ Perennial Rye/ Timothy/ Kentucky Blue Grass Mixed Pollens Allergen Extract ,,yes
Immunological Agents,Vaccines, ,,Class
Immunological Agents,Vaccines,,Adenovirus,PG
Immunological Agents,Vaccines,Adenovirus Type 4 and Type 7 Vaccine Live,,no
Immunological Agents,Vaccines,,Cholera,PG
Immunological Agents,Vaccines,Cholera Vaccine Live Oral,,no
Immunological Agents,Vaccines,,Hepatitis A,PG
Immunological Agents,Vaccines,Hepatitis A Vaccine ,,no
Immunological Agents,Vaccines,,Hepatitis B,PG
Immunological Agents,Vaccines,Hepatitis B Virus Vaccine Recombinant,,no
Immunological Agents,Vaccines,,Haemophilus Influenzae Type B (Hib),PG
Immunological Agents,Vaccines,Haemophilus B Conjugate Vaccine (Tetanus Toxoid Conjugate),,no
Immunological Agents,Vaccines,,Human Papillomavirus (HPV),PG
Immunological Agents,Vaccines,"Human Papillomavirus Quadrivalent (types 6, 11, 16 and 18) Vaccine Recombinant",,no
Immunological Agents,Vaccines,,Seasonal Influenza,PG
Immunological Agents,Vaccines,Influenza Vaccine,,no
Immunological Agents,Vaccines,Influenza Vaccine Live,,no
Immunological Agents,Vaccines,,Japanese Encephalitis,PG
Immunological Agents,Vaccines,"Japanese Encephalitis Virus, Inactivated, Adsorbed",,no
Immunological Agents,Vaccines,,Meningococcal,PG
Immunological Agents,Vaccines,"Meningococcal Groups (A, C, Y, and W-135) Polysaccharide Diphtheria Toxoid Conjugate Vaccine",,no
Immunological Agents,Vaccines,Meningococcal Group B Vaccine,,no
Immunological Agents,Vaccines,,Pneumococcal,PG
Immunological Agents,Vaccines,Pneumococcal 13-Valent Conjugate Vaccine,,no
Immunological Agents,Vaccines,Pneumococcal Vaccine Polyvalent,,no
Immunological Agents,Vaccines,,Polio,PG
Immunological Agents,Vaccines,Poliovirus Vaccine Inactivated,,no
Immunological Agents,Vaccines,,Rabies,PG
Immunological Agents,Vaccines,Rabies Vaccine,,no
Immunological Agents,Vaccines,,Rotavirus,PG
Immunological Agents,Vaccines,Rotavirus Vaccine Live,,no
Immunological Agents,Vaccines,,Shingles,PG
Immunological Agents,Vaccines,Zoster Vaccine Live,,no
Immunological Agents,Vaccines,"Zoster Vaccine Recombinant, Adjuvanted",,no
Immunological Agents,Vaccines,,Tuberculosis,PG
Immunological Agents,Vaccines,BCG vaccine,,no
Immunological Agents,Vaccines,,Typhoid Fever,PG
Immunological Agents,Vaccines,Typhoid Vaccine Live Oral,,no
Immunological Agents,Vaccines,Typhoid Vi Polysaccharide Vaccine,,no
Immunological Agents,Vaccines,,Varicella,PG
Immunological Agents,Vaccines,Varicella Virus Vaccine Live,,no
Immunological Agents,Vaccines,,Yellow Fever,PG
Immunological Agents,Vaccines,Yellow Fever Vaccine,,no
Immunological Agents,Vaccines,,Vaccine Combinations,PG
Immunological Agents,Vaccines,Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed (DTaP),,yes
Immunological Agents,Vaccines,Tetanus and Diphtheria Toxoids Adsorbed (Td),,yes
Immunological Agents,Vaccines,Diphtheria and Tetanus Toxoids Adsorbed (DT),,yes
Immunological Agents,Vaccines,"Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis Vaccine, Adsorbed (Tdap)",,yes
Immunological Agents,Vaccines,Diphtheria and Tetanus Toxoids and Acellular Pertussis Absorbed and Inactivated Poliovirus (DTaP-IPV) Vaccine,,yes
Immunological Agents,Vaccines,"Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed, Hepatitis B (Recombinant) and Inactivated Poliovirus Vaccine (DTaP-HepB-IPV)",,yes
Immunological Agents,Vaccines,"Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed, Inactivated Poliovirus and Haemophilus B Conjugate (Tetanus Toxoid Conjugate) (DTaP-IPV/Hib)",,yes
Immunological Agents,Vaccines,,,
Immunological Agents,Vaccines,Hepatitis A and Hepatitis B (Recombinant) Vaccine,,yes
Immunological Agents,Vaccines,,,
Immunological Agents,Vaccines,"Measles, Mumps, and Rubella Virus Vaccine Live",,yes
Immunological Agents,Vaccines,"Measles, Mumps, Rubella, and Varicella Virus Vaccine Live",,yes
Infertility Agents,Vaccines, ,,Cat
Infertility Agents,Vaccines,Cetrorelix ,,no
Infertility Agents,Vaccines,Clomiphene Citrate,,no
Infertility Agents,Vaccines,Choriogonadotropin Alfa ,,no
Infertility Agents,Vaccines,Chorionic Gonadotropin ,,no
Infertility Agents,Vaccines,Follitropin Alfa ,,no
Infertility Agents,Vaccines,Follitropin Beta ,,no
Infertility Agents,Vaccines,Ganirelix Acetate,,no
Infertility Agents,Vaccines,Menotropins ,,no
Infertility Agents,Vaccines,Progesterone ,,no
Infertility Agents,Vaccines,Urofollitropin ,,no
Inflammatory Bowel Disease Agents,Vaccines, ,,Cat
Inflammatory Bowel Disease Agents,Glucocorticoids, ,,Class
Inflammatory Bowel Disease Agents,Glucocorticoids,Budesonide ,,no
Inflammatory Bowel Disease Agents,Glucocorticoids,Cortisone Acetate,,no
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone Acetate,,no
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone Sodium Phosphate,,no
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone Sodium Succinate,,no
Inflammatory Bowel Disease Agents,Glucocorticoids,Methylprednisolone Acetate,,no
Inflammatory Bowel Disease Agents,Glucocorticoids,Methylprednisolone Sodium Succinate,,no
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone Acetate,,no
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone Sodium Succinate,,no
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisone ,,no
Inflammatory Bowel Disease Agents,Glucocorticoids,Triamcinolone Acetonide,,no
Inflammatory Bowel Disease Agents,Aminosalicylates and/ or Prodrugs, ,,Class
Inflammatory Bowel Disease Agents,Aminosalicylates and/ or Prodrugs,Balsalazide Disodium,,no
Inflammatory Bowel Disease Agents,Aminosalicylates and/ or Prodrugs,Mesalamine ,,no
Inflammatory Bowel Disease Agents,Aminosalicylates and/ or Prodrugs,Olsalazine Sodium,,no
Inflammatory Bowel Disease Agents,Aminosalicylates and/ or Prodrugs,Sulfasalazine ,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs, ,,Cat
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs, ,Bisphosphonates,PG
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Alendronate Sodium,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Alendronate Sodium/ Cholecalciferol ,,yes
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Ibandronate Sodium,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Pamidronate Disodium,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Risedronate Sodium,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Zoledronic Acid ,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs, ,Calcium Regulating Hormones,PG
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Abaloparatide ,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,"Calcitonin, Salmon ",,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Parathyroid Hormone ,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Teriparatide ,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs, ,Calcium-sensing Receptor Agonist,PG
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Cinacalcet Hydrochloride,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Etelcalcetide ,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs, ,RANK Ligand Inhibitor,PG
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Denosumab ,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs, ,Vitamin D-related Agents,PG
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Calcifediol ,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Calcitriol ,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Doxercalciferol ,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Paricalcitol ,,no
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs, ,,
Metabolic Bone Disease Agents,Aminosalicylates and/ or Prodrugs,Romosozumab ,,no
Ophthalmic Agents,Aminosalicylates and/ or Prodrugs, ,,Cat
Ophthalmic Agents,Ophthalmic Anti-allergy Agents, ,,Class
Ophthalmic Agents,Ophthalmic Anti-allergy Agents, ,Antihistamine,PG
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Azelastine Hydrochloride,,no
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Cetirizine Hydrochloride,,no
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Emedastine Difumarate,,no
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Epinastine Hydrochloride,,no
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Olopatadine Hydrochloride,,no
Ophthalmic Agents,Ophthalmic Anti-allergy Agents, ,Antihistamine & Mast Cell Stabilizer,PG
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Alcaftadine ,,no
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Bepotastine Besilate,,no
Ophthalmic Agents,Ophthalmic Anti-allergy Agents, ,Mast Cell Stabilizer,PG
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Cromolyn Sodium,,no
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Lodoxamide Tromethamine,,no
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Nedocromil Sodium,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents, ,,Class
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Netarsudil ,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents, ,"Alpha-adrenergic Agonists, Ophthalmic",PG
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Apraclonidine Hydrochloride,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Brimonidine Tartrate,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents, ,"Beta-adrenergic Blocking Agents, Ophthalmic",PG
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Betaxolol Hydrochloride,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Carteolol Hydrochloride,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Levobunolol Hydrochloride,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Timolol Maleate,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents, ,"Carbonic Anhydrase Inhibitors, Ophthalmic",PG
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Acetazolamide ,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Brinzolamide ,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Dorzolamide Hydrochloride,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Methazolamide ,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents, ,"Cholinergic Agonists, Ophthalmic",PG
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Carbachol ,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Echothiophate Iodide,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Pilocarpine Hydrochloride,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Pilocarpine Nitrate,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents, ,Ophthalmic  Prostaglandin and Prostamide Analogs,PG
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Bimatoprost ,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Latanoprost ,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Latanoprostene Bunod ,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Tafluprost ,,no
Ophthalmic Agents,Intraocular Pressure Lowering Agents,Travoprost ,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives, ,,Class
Ophthalmic Agents,Ophthalmic Anti-Infectives, ,"Antibacterials, Ophthalmic",PG
Ophthalmic Agents,Ophthalmic Anti-Infectives,Azithromycin ,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Bacitracin ,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Besifloxacin  Hydrochloride,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Ciprofloxacin  ,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Erythromycin   ,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Gatifloxacin  ,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Gentamicin  Sulfate,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Levofloxacin  ,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Moxifloxacin Hydrochloride,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Ofloxacin ,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Sulfacetamide Sodium  ,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Tobramycin ,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives, ,"Antifungal, Ophthalmic",PG
Ophthalmic Agents,Ophthalmic Anti-Infectives,Natamycin  ,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives, ,"Antiviral, Ophthalmic",PG
Ophthalmic Agents,Ophthalmic Anti-Infectives,Ganciclovir Sodium,,no
Ophthalmic Agents,Ophthalmic Anti-Infectives,Trifluridine ,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories, ,,Class
Ophthalmic Agents,Ophthalmic Anti-inflammatories, ,"Glucocorticoids, Ophthalmic",PG
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone ,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Difluprednate ,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Fluorometholone Acetate,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Loteprednol Etabonate,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone Acetate,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone Sodium Phosphate,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Rimexolone ,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Triamcinolone ,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories, ,"Nonsteroidal Anti-Inflammatory Drugs, Ophthalmic",PG
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Bromfenac Sodium,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Diclofenac Sodium,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Flurbiprofen Sodium,,no
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Ketorolac Tromethamine,,no
